GPSPointLocation,CulvertID,CulvertAccessibility,ReasonforInaccessability,InletisMDIorSCI,Material,NumberofCulverts,InletEndSectionType,OutletEndSectionType,DropInletDetails,Culvert_Shape,PhysicalDamage,Corrosion,SpanIn,RiseIn,WidthofMultiCulvertsFt,Silting,Scour,Erosion_Control,ChannelType,ChannelCondition,Skew,DegreesofSkew,Comments,Collector,Correctionsource,Workspace,DeviceID,CorrStatus,CreationDateTime,UpdateDateTime,HorizEstAcc,VertEstAcc,TaskName,Photos_Multiple,X,Y,Z
MDI / SDI,A921,Yes,,Yes,Corrugated Metal,1,MDI / SDI / CDI,,1 pipe (lateral),Circular,,Major,,,,Clean,,,Roadside/Median Ditch,Good,Normal,0,MDI that might have collapsed (second photo).,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-27T10:04:18.913527,2023-06-27T11:24:07.590483,0.6900000000000001,1.04,,https://na.api.maps.trimblegeospatial.com/forms/images/34ac931d-f9f5-4a11-823c-b4d3aa71034b?hash=6iMbSywgCeCa0z0EzSjruby7n%2besFUJ0bHfWOW46N4w%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/cc8a7a16-a326-45b8-a344-160362ea19da?hash=pIn4tuRrIm7KQvuw8YKR92ZdnM%2fF1LvFcKppKbCn7LY%3d&projectId=bo9nt6JWFsc,-105.22640490423244,35.55034066316429,1936.3730926865778
Turnouts (Road),B287,No,Silted Up,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,Moderate Damage (metal),Not Known,,,,>90% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Weeds and/or Debris,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-07T10:51:15.080407,2023-06-14T17:52:11.007201,1.4100000000000001,2,,,-108.65720099105133,35.996703932181845,1809.9223152953793
Outlet,C297,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Arch Pipe,Moderate Damage (metal),Moderate (Rusting on Inside AND Outside),49,33,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Weeds and/or Debris,Normal,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-02T08:43:38.99623,2023-06-02T08:49:30.305726,1.35,2.03,,https://na.api.maps.trimblegeospatial.com/forms/images/6fb6ad10-ca94-457a-906e-2e4a2d81afda?hash=waiZQco5VWQAdn5y5Qs1uqQ%2fE4doSw5xKFXjfnc3uA8%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/c0981617-bbbb-48eb-b736-965e6eaf854a?hash=8qlNFziTCaxVp6LiRJFh50EE3wODg0c8QO2ouJ99%2b5Y%3d&projectId=bo9nt6JWFsc,-108.19684922529034,36.08061118427336,1810.026516389676
Outlet,A872,Yes,,No,Corrugated Metal,1,Other,Metal End Section,,Circular,Minor Damage (metal),Moderate (Rusting on Inside AND Outside),24,24,,30% to 60% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,Left Forward,45,Inlet has both metal end section and concrete headwall. ,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-22T16:11:49.549577,2023-06-22T16:16:45.942046,0.81,1.21,,https://na.api.maps.trimblegeospatial.com/forms/images/80637c7d-28ed-49b8-a128-75eca92be10c?hash=2X0cMQ7xJAF4oqakkUCpkS9cewsEcmC5Ojx%2fjFlG%2bDs%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/c5d14a4d-8eaa-4d3b-be85-94a45a08493c?hash=MgJFmmMuwMfRB5cBCEWXrIF5Zi7P%2boJXNB0K2PV9W%2fg%3d&projectId=bo9nt6JWFsc,-105.13955556021665,35.688152628435205,2044.2102757523608
Outlet,B432,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,None Evident,24,24,,Clean,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-19T15:02:34.882614,2023-06-19T15:07:16.296512,1.23,1.6099999999999999,,https://na.api.maps.trimblegeospatial.com/forms/images/9d6460f9-f205-4aab-9662-77944e3c6902?hash=cnKh6y0kbyrO7CLJGXw7r2RZL6ZUgiHTlmRtl0RIZPs%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/c600bf9c-3a5f-462a-81e1-926b86f73a31?hash=FiQujs9sHjHkE57tuU7GNjiYXTlOgl0RPAW8cbUN7v0%3d&projectId=bo9nt6JWFsc,-108.96741592171736,36.03928297636938,2304.0531875927277
Outlet,C333,Yes,,No,Corrugated Metal,2,Metal End Section,Metal End Section,,Circular,None,None Evident,36,36,13,Minor Silting (<10%),Little or no Scour ( < 1 ft),,No Channel Evident,,Right Forward,45,Inlet could not be located ,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-05T16:16:02.033658,2023-06-05T16:21:14.481352,1.12,1.69,,https://na.api.maps.trimblegeospatial.com/forms/images/d9b0d864-2bae-454e-9fed-366d0388607a?hash=pE9dU2JjX9ADnDHIs9f7qRBqxnUSmeUUCVfbpKeHcL4%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/1308adf7-9d16-4ce8-ae87-b522f3263f55?hash=xqzDxovDSmUxWvMeredYd47uVDC7f9rqBo6WsUdBPp8%3d&projectId=bo9nt6JWFsc,-108.23368508994723,36.63860194617403,1805.678181476597
T-Post Reflector,D697,Yes,,No,Concrete,1,No End Section,No End Section,,Circular,"Spalling, No Exposed Rebar (concrete)",,24,24,,60% to 90% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,Inlet is under the tree,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-15T08:38:12.411541,,0.84,1.27,,https://na.api.maps.trimblegeospatial.com/forms/images/eddcaadd-fa66-4e6c-9de8-353cb1c75c78?hash=MQa%2b7IqNEZ9r7883ayh7TisuhrwcpP2FezL%2bkbwuI2s%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/00a4829e-e575-4355-acca-adef2549c165?hash=A2kNute3jYZAr5KgcKVIWMnOIlrlq14lGh9wEbhUhfE%3d&projectId=bo9nt6JWFsc,-106.60162399952975,36.17719560388429,2027.4819162134481
Inlet,B700,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,None Evident,30,30,,Clean,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-28T10:14:22.640601,,0.99,1.08,,https://na.api.maps.trimblegeospatial.com/forms/images/722cb1dc-cb73-44e9-ab45-ab028b5b8744?hash=CrXyOXdVmuCCPwcw0l76vWZNH8h1V9e2sMuufXjCkpQ%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/606f0a7e-0cf7-47cd-a9b8-14cd6bc474ab?hash=YsKZAVRbin0u2zZULS26HxkDEVevLEiMbMfAhi5EL%2bg%3d&projectId=bo9nt6JWFsc,-104.11655746547912,36.60350154884999,2164.75554377691
T-Post Reflector,A416,No,Not Found,,,,,,,,,,,,,,,,,,,,Inlet and outlet not found.,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-01T12:00:49.416268,,0.93,1.4,,https://na.api.maps.trimblegeospatial.com/forms/images/ba44d3f7-fc28-4265-a32a-4931a201280b?hash=FAXCMhEDi3PUslGYOUNLVRcaMP60QqdfFixU6bD%2feL0%3d&projectId=bo9nt6JWFsc,-104.66833353495166,35.513950246982645,1745.06626300988
Outlet,D644,Yes,,No,Corrugated Metal,1,Metal End Section,No End Section,,Circular,Heavy Damage (metal),None Evident,24,24,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Weeds and/or Debris,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-14T09:00:08.994709,,0.72,1.08,,https://na.api.maps.trimblegeospatial.com/forms/images/9aa776c8-ae65-4834-8dcf-0541c86dc17b?hash=DVlzIzNxFND8DgN%2f7IBY4GWDiCATWY4t46Wdgja2g5g%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/44573656-c5e1-40b6-8f26-09193e8dfdfb?hash=pQtUVTMkQE%2fLyFtXiFejEwgyvCf%2bgyM9SFhsG9Qx%2bKk%3d&projectId=bo9nt6JWFsc,-106.69077831504215,36.18397261625439,2202.027837006347
Outlet,B295,Yes,,No,Corrugated Metal,3,Concrete Slope Blanket with Safety Grate,Concrete Slope Blanket with Safety Grate,,Circular,None,None Evident,48,48,22,Minor Silting (<10%),Minor Scour (1 to 3 ft),Wire-Enclosed Rip-Rap Pad,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-07T15:31:17.721783,2023-06-07T16:21:44.824988,1.4,2.09,,https://na.api.maps.trimblegeospatial.com/forms/images/5d042d67-27c2-417e-beb0-e65f5cc00380?hash=RRmADR9wJPWb99ApnU287OB2ti3iIa7JdZfzO9tYDm8%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/c61e487f-e2eb-42df-8a1c-617eebdfbb1e?hash=fAf2h01clD8Y0jbjlrccSTiy%2bUoeDpVpVrgg7U44CZM%3d&projectId=bo9nt6JWFsc,-108.67170231270643,36.03678926205624,1791.686609586944
Inlet,C702,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,None Evident,36,36,,30% to 60% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Normal,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-15T08:37:18.089046,,1.06,1.58,,https://na.api.maps.trimblegeospatial.com/forms/images/47d08289-ce71-4330-bb65-a1e2822dcea2?hash=CjKubbescuXDnkICmld3jKbfh3A09e1%2bW2GlcAhI8Ds%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/4bd36882-d6b1-4894-b269-86c417c486bd?hash=WXTOw%2f50FHMp8evTdhOdTGKAHj49hmViJ0P8nUlQ4Q8%3d&projectId=bo9nt6JWFsc,-107.60464184127245,36.75961050406137,1845.2865264564166
Inlet,D578,Yes,,No,Corrugated Metal,2,Concrete Slope Blanket,Concrete Slope Blanket,,Circular,"Spalling, No Exposed Rebar (concrete)",None Evident,108,108,24,Clean,Little or no Scour ( < 1 ft),None,Running Water,Good,Right Forward,22.5,"2 culverts, NEP",culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-13T09:40:54.65673,,1.2,1.8,,https://na.api.maps.trimblegeospatial.com/forms/images/0c58c2fd-32c3-4a12-ac19-f81840c08e48?hash=8gHueISZtH%2blpYwYAku6gaajLo7O0QgLx%2fWw9RJX89k%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/98587a4f-28a9-4ba0-8c58-b32d52950750?hash=D%2fS2r%2bObzCrH4FZwTiduDKThoLpzGXYQjvbK3aGARmM%3d&projectId=bo9nt6JWFsc,-106.8104241156039,36.230063460649575,2289.5655943595075
Inlet,D488,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,None,None Evident,36,36,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,Inlet end section has safety grate,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-07T15:16:07.808899,2023-06-07T15:21:38.3486,0.81,1.22,,https://na.api.maps.trimblegeospatial.com/forms/images/a8f58210-e568-452e-8d6b-46a537ab9c41?hash=xY%2ftm%2fg%2fmwaUG0he%2fipCaihOMMbMMJas%2fBu7sjD%2bGH0%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/f7c93390-3de9-4e7d-9389-aa41f0032ccf?hash=vB3TaM%2bj0e9veVhM%2fV%2fZh8lf5iDDHgU%2bv7AgktGTvhs%3d&projectId=bo9nt6JWFsc,-107.86677337453837,36.42074592254869,2072.226956861738
Outlet,C257,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,Minor Damage (metal),None Evident,30,30,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Normal,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-01T14:30:10.836277,,1.49,2.23,,https://na.api.maps.trimblegeospatial.com/forms/images/e54a8679-70ad-4d02-8927-e0590f40c0aa?hash=cQvAJkljU9OdO8nzKtitgKU6zSxvo2XJWUGOacgqht0%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/039a6ead-5f54-4b77-9cb2-384493e744dc?hash=uafbZ8UVKfFjTPdKAf36Ni6r4%2fj5GLX6p3YOcq%2bkBpo%3d&projectId=bo9nt6JWFsc,-108.19870592245624,35.946185870045994,1913.9966830695375
Driveway (Private or Commercial),A207,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,Minor Damage (metal),Minor (Rusting on Inside OR Outside),24,24,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,0,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-24T16:45:52.016943,2023-05-25T10:30:31.204306,0.81,1.22,,https://na.api.maps.trimblegeospatial.com/forms/images/d3d53dca-165a-42b5-866b-81e001d16413?hash=VX5f1d4g7Dv%2fADLCJBSgTVb6A5F1%2bJuzuMi2%2fqHfZMM%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/313a35e5-5e5e-40e9-abb5-31c1e3907610?hash=Cs7kQbxSggi6M7nHEzNo9ZlkNSvEePrnq2tyDxWzBoE%3d&projectId=bo9nt6JWFsc,-105.20306891289404,35.59712247795146,1981.3555380911787
Outlet,B657,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,Minor Damage (metal),None Evident,36,36,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-27T15:40:55.054132,,1.03,1.58,,https://na.api.maps.trimblegeospatial.com/forms/images/9eee71b6-9cff-4231-9f94-6a1bbf75340c?hash=DzITJaRCDmf%2f4l8Ohomt%2bo6moruS3G8zqDEjHhszDw8%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/ee39852a-b88c-4874-9ad5-f89ab09e3314?hash=EMCt6RYwtQXWiWxZIllCNyHhb1mpttbC%2bnNhwiYrwsM%3d&projectId=bo9nt6JWFsc,-104.17834519097302,36.697445666847024,2150.80041371634
Outlet,D638,Yes,,No,Corrugated Metal,1,Metal End Section,No End Section,,Circular,Minor Damage (metal),Minor (Rusting on Inside OR Outside),24,24,,60% to 90% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Normal,,Corrosion outside ,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-14T08:28:45.919776,,0.99,1.49,,https://na.api.maps.trimblegeospatial.com/forms/images/4e6bcc4a-cb9a-46ea-a758-4371533f4eba?hash=%2b9PSln%2bJyjbOfSIaeH93V2i0SyrR%2bQMQOzk%2b0TJyHGs%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/1b0d3ba2-62d6-4dfe-be5b-350151659595?hash=FjgT%2btnyk65q33ZFDPn50i2plMvCSvoAeDPCbYQuSUo%3d&projectId=bo9nt6JWFsc,-106.70445447743862,36.19154861724673,2230.854757991688
Outlet,D252,Yes,,No,Corrugated Metal,1,Metal End Section,No End Section,,Circular,None,None Evident,24,24,,Clean,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-30T15:22:42.094076,,0.59,0.88,,https://na.api.maps.trimblegeospatial.com/forms/images/e6a18671-1ea6-4f4b-a3c5-22f7be1a109f?hash=scDOEsm9GzyilfhWQ8XzoDa9k%2fmT4RfrEz8Vm%2blZ1lo%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/1c6ab879-91ba-4df7-8e48-5827074dc840?hash=zffLV%2baoI6D85j6wvcnp%2bV08NFqPFmAYiYK9IwtrnuE%3d&projectId=bo9nt6JWFsc,-107.01059269140563,36.486030450175406,2260.82324084726
Inlet,E387,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,None Evident,24,24,,Clean,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-28T15:03:33.551485,,1.06,1.5899999999999999,,https://na.api.maps.trimblegeospatial.com/forms/images/a3a78768-c5e5-4151-a575-c309a4c90aed?hash=gPnJEirzEiomboq3rpPPQ79AIEkYQ4R2Iun8veuGmCU%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/651b50db-907b-494f-a780-eaa3b6ee01b7?hash=H9jzkon%2fjtwR5GCDCjcBNNoSH1Q1soUC0rCeBZyTS6M%3d&projectId=bo9nt6JWFsc,-108.86890408376564,36.804375636018605,1580.1500919441762
Driveway (Private or Commercial),B681,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,Minor Damage (metal),Not Known,24,24,,30% to 60% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Weeds and/or Debris,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-28T08:20:06.365859,2023-06-28T08:23:42.251969,1.11,1.87,,https://na.api.maps.trimblegeospatial.com/forms/images/bdd2f79d-ec5b-4a39-a06e-ac4fd230b398?hash=aNeXvcuMJ8zmr5b1O3tB5837QR6BTbp6VRSlV5Lc31w%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/fe0bb13b-3a85-47e8-8e96-0244d408dd75?hash=AmL2TLspIEgazEHqsFzJnBO%2bnQBh49FG5Z8gcKAaoek%3d&projectId=bo9nt6JWFsc,-104.1325214505526,36.653921709943205,2142.858235262732
Outlet,A438,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,Moderate (Rusting on Inside AND Outside),60,60,,Minor Silting (<10%),Minor Scour (1 to 3 ft),None,No Channel Evident,,Normal,0,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-01T14:33:00.197332,,0.61,0.91,,https://na.api.maps.trimblegeospatial.com/forms/images/a29606bf-f375-4c91-b2d0-c09363d7326a?hash=hkSQCWtt6zqbdZ65p4YnwwiM3J%2brVkQN%2bAZ7RALwFb8%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/e754d64a-1ab2-407f-b5a3-d1c6ca23b9b9?hash=%2bahV%2bvEShA%2b1UTjH9IpAE%2f4VE80ZD0Zc2uERAC8w2vw%3d&projectId=bo9nt6JWFsc,-104.60839555603141,35.47155774445255,1595.8037968122158
Outlet,D759,Yes,,No,Concrete,6,CBC without Apron,CBC without Apron,,Box,"Spalling, No Exposed Rebar (concrete)",,96,96,50,30% to 60% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,This is a bridge,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-20T15:40:04.768911,2023-06-20T15:55:52.255378,1.2,1.8,,https://na.api.maps.trimblegeospatial.com/forms/images/828189ff-ebcc-4868-a84b-9de268cf38f7?hash=2DZU2AKRjuaP8%2bfnlQ5F%2bsR4PI2ArbpKtRFFl3FEO2o%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/545d3393-3596-4d4b-b5ee-e6a0c2915bfa?hash=cx9SJZzzV8p%2bYUMif0eKkxrHN%2f1LvnjmoWIBdQfw1KA%3d&projectId=bo9nt6JWFsc,-106.91965208543162,36.256991141336634,2212.625237052303
Inlet,D639,Yes,,No,Corrugated Metal,1,Metal End Section,No End Section,,Circular,Moderate Damage (metal),Minor (Rusting on Inside OR Outside),24,24,,30% to 60% Silted,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,"Silt input is correct, corrosion outside ",culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-14T08:34:42.889924,,0.9400000000000001,1.42,,https://na.api.maps.trimblegeospatial.com/forms/images/43423527-ab96-49dc-ad9e-70bdc6256d2e?hash=1a3mop%2bIZv%2bJnlu8wPb9iyUsWy21Wg5mtep%2fLJTmLuM%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/4d82ecd9-f199-4e80-921b-66497e56c0d3?hash=BZ4G%2bJs5LyPHrhf%2bJOlF0UxK3KSqsCxIxJZ1lwou68M%3d&projectId=bo9nt6JWFsc,-106.70264114460021,36.19084128373586,2225.551188464885
Inlet,D635,No,Silted Up,No,Other,1,Headwall,Unknown,,Unknown,,Not Known,,,,>90% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Right Forward,45,Material was determinable from inlet,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-13T15:40:34.686793,,0.8300000000000001,1.24,,https://na.api.maps.trimblegeospatial.com/forms/images/e5b6b8e4-aac7-4ba3-a945-7c5d1d8c103b?hash=AywCVoR06fhltPpUDfLvySJ1LvScmee2%2b1SIskN52ek%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/07911665-62c8-4b59-a51e-516d5e9d1ff3?hash=z2Nl4da%2bQo2GM9W5RkgVqqjSo5wbMhTm0t%2bMetv6g3w%3d&projectId=bo9nt6JWFsc,-106.70879230906836,36.19730495015044,2236.1746722058097
Inlet,A260,Yes,,No,Corrugated Metal,1,Concrete Slope Blanket,Concrete Slope Blanket,,Arch Pipe,Minor Damage (metal),Minor (Rusting on Inside OR Outside),156,112,,Clean,Major Scour ( 3 ft to 8 ft),,Running Water,Good,Normal,0,Outlet had both concrete blanket and a wingwall controlling channel. ,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-30T07:23:31.791713,2023-05-30T07:33:11.914643,0.84,1.26,,https://na.api.maps.trimblegeospatial.com/forms/images/e878b1e3-5f79-4d0b-8592-970d2bf3d231?hash=iddPhv6EvWqObCFQ9hwR9MyMiDugMNaqR3UiEGs88q4%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/3b65b56c-81a5-477a-bff2-805855a7e2df?hash=0pdHjfLSxWV9W%2bN4TSjVJ0APo6xg4u0glsdOm3GLx%2fE%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/71a0fca4-4bf9-4dc7-bff2-a66ba59b2d27?hash=haNhuMICEwMjc%2fJBTT97sbuRMTriuXAVCynNEIwfbGQ%3d&projectId=bo9nt6JWFsc,-105.27627471725933,35.651547981994256,2046.99766604281
Outlet,C259,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,Minor Damage (metal),None Evident,54,54,,Clean,Little or no Scour ( < 1 ft),Wire-Enclosed Rip-Rap Pad,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-01T14:41:10.330638,2023-06-01T14:46:27.846035,0.86,1.28,,https://na.api.maps.trimblegeospatial.com/forms/images/cde1b5a2-35c6-4e3e-a060-2f0087df1880?hash=RV3%2fH6rfd5uTQJiLWjbkj6vOla602f6L2ovm%2bLk4rs8%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/ad3aaf4d-1077-4706-afab-b23dc7d16e20?hash=ST50hg5i49UC2txBhEjXcnuji%2bGFS0MgUhrL7XrHB%2bE%3d&projectId=bo9nt6JWFsc,-108.20820308430785,35.95984536952017,1910.6023529107283
Outlet,B715,Yes,,No,Corrugated Metal,2,No End Section,No End Section,,Circular,None,None Evident,30,30,7,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-28T11:28:37.365853,,1,1.72,,https://na.api.maps.trimblegeospatial.com/forms/images/cbef502f-ba08-4ce2-b031-2c68adbe9c94?hash=yTWzdeIoK36olmtAE%2bNbmQcC7ia2dN9pozxH0cgdOp0%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/640a2eed-a42e-4075-a8f7-7911f8380f60?hash=LKnN%2bUbKAmNxzynB%2fC2EZLNDe%2fDS1%2f4ztlGUigqQNmc%3d&projectId=bo9nt6JWFsc,-104.07007698436985,36.566501047832965,2120.1294596725456
Outlet,D140,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,Heavy Damage (metal),Minor (Rusting on Inside OR Outside),48,48,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,Corrosion outside,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-24T13:01:49.016824,2023-05-30T16:47:49.728326,0.74,1.11,,https://na.api.maps.trimblegeospatial.com/forms/images/6b349fed-bd37-4d40-a6fa-ba7058424580?hash=%2brnXkxKJ8qL2opl7NtjPz2b4ZMIvjq4zvm3qYgDC0B0%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/0942f8ed-963a-413c-883d-e59323bf8c24?hash=7IDQFZPXASkOYFym4WOIX1M86qd5PBf6BJfc%2fVVOzLU%3d&projectId=bo9nt6JWFsc,-107.03785124318459,36.24674132020758,2194.641391781542
